filepath,emotion
features/mel_specs/03-01-07-02-01-01-01.png,disgust
features/mel_specs/03-01-07-02-01-02-01.png,disgust
features/mel_specs/03-01-07-02-02-01-01.png,disgust
features/mel_specs/03-01-07-02-02-02-01.png,disgust
features/mel_specs/03-01-08-01-01-01-01.png,surprise
features/mel_specs/03-01-08-01-01-02-01.png,surprise
features/mel_specs/03-01-08-01-02-01-01.png,surprise
features/mel_specs/03-01-08-01-02-02-01.png,surprise
features/mel_specs/03-01-08-02-01-01-01.png,surprise
features/mel_specs/03-01-08-02-01-02-01.png,surprise
features/mel_specs/03-01-08-02-02-01-01.png,surprise
features/mel_specs/03-01-08-02-02-02-01.png,surprise
features/mel_specs/03-01-01-01-01-01-02.png,neutral
features/mel_specs/03-01-01-01-01-02-02.png,neutral
features/mel_specs/03-01-01-01-02-01-02.png,neutral
features/mel_specs/03-01-01-01-02-02-02.png,neutral
features/mel_specs/03-01-02-01-01-01-02.png,calm
features/mel_specs/03-01-02-01-01-02-02.png,calm
features/mel_specs/03-01-02-01-02-01-02.png,calm
features/mel_specs/03-01-02-01-02-02-02.png,calm
features/mel_specs/03-01-02-02-01-01-02.png,calm
features/mel_specs/03-01-02-02-01-02-02.png,calm
features/mel_specs/03-01-02-02-02-01-02.png,calm
features/mel_specs/03-01-02-02-02-02-02.png,calm
features/mel_specs/03-01-03-01-01-01-02.png,happy
features/mel_specs/03-01-03-01-01-02-02.png,happy
features/mel_specs/03-01-03-01-02-01-02.png,happy
features/mel_specs/03-01-03-01-02-02-02.png,happy
features/mel_specs/03-01-03-02-01-01-02.png,happy
features/mel_specs/03-01-03-02-01-02-02.png,happy
features/mel_specs/03-01-03-02-02-01-02.png,happy
features/mel_specs/03-01-03-02-02-02-02.png,happy
features/mel_specs/03-01-04-01-01-01-02.png,sad
features/mel_specs/03-01-04-01-01-02-02.png,sad
features/mel_specs/03-01-04-01-02-01-02.png,sad
features/mel_specs/03-01-04-01-02-02-02.png,sad
features/mel_specs/03-01-04-02-01-01-02.png,sad
features/mel_specs/03-01-04-02-01-02-02.png,sad
features/mel_specs/03-01-04-02-02-01-02.png,sad
features/mel_specs/03-01-04-02-02-02-02.png,sad
features/mel_specs/03-01-05-01-01-01-02.png,angry
features/mel_specs/03-01-05-01-01-02-02.png,angry
features/mel_specs/03-01-05-01-02-01-02.png,angry
features/mel_specs/03-01-05-01-02-02-02.png,angry
features/mel_specs/03-01-05-02-01-01-02.png,angry
features/mel_specs/03-01-05-02-01-02-02.png,angry
features/mel_specs/03-01-05-02-02-01-02.png,angry
features/mel_specs/03-01-05-02-02-02-02.png,angry
features/mel_specs/03-01-06-01-01-01-02.png,fear
features/mel_specs/03-01-06-01-01-02-02.png,fear
features/mel_specs/03-01-06-01-02-01-02.png,fear
features/mel_specs/03-01-06-01-02-02-02.png,fear
features/mel_specs/03-01-06-02-01-01-02.png,fear
features/mel_specs/03-01-06-02-01-02-02.png,fear
features/mel_specs/03-01-06-02-02-01-02.png,fear
features/mel_specs/03-01-06-02-02-02-02.png,fear
features/mel_specs/03-01-07-01-01-01-02.png,disgust
features/mel_specs/03-01-07-01-01-02-02.png,disgust
features/mel_specs/03-01-07-01-02-01-02.png,disgust
features/mel_specs/03-01-07-01-02-02-02.png,disgust
features/mel_specs/03-01-07-02-01-01-02.png,disgust
features/mel_specs/03-01-07-02-01-02-02.png,disgust
features/mel_specs/03-01-07-02-02-01-02.png,disgust
features/mel_specs/03-01-07-02-02-02-02.png,disgust
features/mel_specs/03-01-08-01-01-01-02.png,surprise
features/mel_specs/03-01-08-01-01-02-02.png,surprise
features/mel_specs/03-01-08-01-02-01-02.png,surprise
features/mel_specs/03-01-08-01-02-02-02.png,surprise
features/mel_specs/03-01-08-02-01-01-02.png,surprise
features/mel_specs/03-01-08-02-01-02-02.png,surprise
features/mel_specs/03-01-08-02-02-01-02.png,surprise
features/mel_specs/03-01-08-02-02-02-02.png,surprise
features/mel_specs/03-01-01-01-01-01-03.png,neutral
features/mel_specs/03-01-01-01-01-02-03.png,neutral
features/mel_specs/03-01-01-01-02-01-03.png,neutral
features/mel_specs/03-01-01-01-02-02-03.png,neutral
features/mel_specs/03-01-02-01-01-01-03.png,calm
features/mel_specs/03-01-02-01-01-02-03.png,calm
features/mel_specs/03-01-02-01-02-01-03.png,calm
features/mel_specs/03-01-02-01-02-02-03.png,calm
features/mel_specs/03-01-02-02-01-01-03.png,calm
features/mel_specs/03-01-02-02-01-02-03.png,calm
features/mel_specs/03-01-02-02-02-01-03.png,calm
features/mel_specs/03-01-02-02-02-02-03.png,calm
features/mel_specs/03-01-03-01-01-01-03.png,happy
features/mel_specs/03-01-03-01-01-02-03.png,happy
features/mel_specs/03-01-03-01-02-01-03.png,happy
features/mel_specs/03-01-03-01-02-02-03.png,happy
features/mel_specs/03-01-03-02-01-01-03.png,happy
features/mel_specs/03-01-03-02-01-02-03.png,happy
features/mel_specs/03-01-03-02-02-01-03.png,happy
features/mel_specs/03-01-03-02-02-02-03.png,happy
features/mel_specs/03-01-04-01-01-01-03.png,sad
features/mel_specs/03-01-04-01-01-02-03.png,sad
features/mel_specs/03-01-04-01-02-01-03.png,sad
features/mel_specs/03-01-04-01-02-02-03.png,sad
features/mel_specs/03-01-04-02-01-01-03.png,sad
features/mel_specs/03-01-04-02-01-02-03.png,sad
features/mel_specs/03-01-04-02-02-01-03.png,sad
features/mel_specs/03-01-04-02-02-02-03.png,sad
features/mel_specs/03-01-05-01-01-01-03.png,angry
features/mel_specs/03-01-05-01-01-02-03.png,angry
features/mel_specs/03-01-05-01-02-01-03.png,angry
features/mel_specs/03-01-05-01-02-02-03.png,angry
features/mel_specs/03-01-05-02-01-01-03.png,angry
features/mel_specs/03-01-05-02-01-02-03.png,angry
features/mel_specs/03-01-05-02-02-01-03.png,angry
features/mel_specs/03-01-05-02-02-02-03.png,angry
features/mel_specs/03-01-06-01-01-01-03.png,fear
features/mel_specs/03-01-06-01-01-02-03.png,fear
features/mel_specs/03-01-06-01-02-01-03.png,fear
features/mel_specs/03-01-06-01-02-02-03.png,fear
features/mel_specs/03-01-06-02-01-01-03.png,fear
features/mel_specs/03-01-06-02-01-02-03.png,fear
features/mel_specs/03-01-06-02-02-01-03.png,fear
features/mel_specs/03-01-06-02-02-02-03.png,fear
features/mel_specs/03-01-07-01-01-01-03.png,disgust
features/mel_specs/03-01-07-01-01-02-03.png,disgust
features/mel_specs/03-01-07-01-02-01-03.png,disgust
features/mel_specs/03-01-07-01-02-02-03.png,disgust
features/mel_specs/03-01-07-02-01-01-03.png,disgust
features/mel_specs/03-01-07-02-01-02-03.png,disgust
features/mel_specs/03-01-07-02-02-01-03.png,disgust
features/mel_specs/03-01-07-02-02-02-03.png,disgust
features/mel_specs/03-01-08-01-01-01-03.png,surprise
features/mel_specs/03-01-08-01-01-02-03.png,surprise
features/mel_specs/03-01-08-01-02-01-03.png,surprise
features/mel_specs/03-01-08-01-02-02-03.png,surprise
features/mel_specs/03-01-08-02-01-01-03.png,surprise
features/mel_specs/03-01-08-02-01-02-03.png,surprise
features/mel_specs/03-01-08-02-02-01-03.png,surprise
features/mel_specs/03-01-08-02-02-02-03.png,surprise
features/mel_specs/03-01-01-01-01-01-04.png,neutral
features/mel_specs/03-01-01-01-01-02-04.png,neutral
features/mel_specs/03-01-01-01-02-01-04.png,neutral
features/mel_specs/03-01-01-01-02-02-04.png,neutral
features/mel_specs/03-01-02-01-01-01-04.png,calm
features/mel_specs/03-01-02-01-01-02-04.png,calm
features/mel_specs/03-01-02-01-02-01-04.png,calm
features/mel_specs/03-01-02-01-02-02-04.png,calm
features/mel_specs/03-01-02-02-01-01-04.png,calm
features/mel_specs/03-01-02-02-01-02-04.png,calm
features/mel_specs/03-01-02-02-02-01-04.png,calm
features/mel_specs/03-01-02-02-02-02-04.png,calm
features/mel_specs/03-01-03-01-01-01-04.png,happy
features/mel_specs/03-01-03-01-01-02-04.png,happy
features/mel_specs/03-01-03-01-02-01-04.png,happy
features/mel_specs/03-01-03-01-02-02-04.png,happy
features/mel_specs/03-01-03-02-01-01-04.png,happy
features/mel_specs/03-01-03-02-01-02-04.png,happy
features/mel_specs/03-01-03-02-02-01-04.png,happy
features/mel_specs/03-01-03-02-02-02-04.png,happy
features/mel_specs/03-01-04-01-01-01-04.png,sad
features/mel_specs/03-01-04-01-01-02-04.png,sad
features/mel_specs/03-01-04-01-02-01-04.png,sad
features/mel_specs/03-01-04-01-02-02-04.png,sad
features/mel_specs/03-01-04-02-01-01-04.png,sad
features/mel_specs/03-01-04-02-01-02-04.png,sad
features/mel_specs/03-01-04-02-02-01-04.png,sad
features/mel_specs/03-01-04-02-02-02-04.png,sad
features/mel_specs/03-01-05-01-01-01-04.png,angry
features/mel_specs/03-01-05-01-01-02-04.png,angry
features/mel_specs/03-01-05-01-02-01-04.png,angry
features/mel_specs/03-01-05-01-02-02-04.png,angry
features/mel_specs/03-01-05-02-01-01-04.png,angry
features/mel_specs/03-01-05-02-01-02-04.png,angry
features/mel_specs/03-01-05-02-02-01-04.png,angry
features/mel_specs/03-01-05-02-02-02-04.png,angry
features/mel_specs/03-01-06-01-01-01-04.png,fear
features/mel_specs/03-01-06-01-01-02-04.png,fear
features/mel_specs/03-01-06-01-02-01-04.png,fear
features/mel_specs/03-01-06-01-02-02-04.png,fear
features/mel_specs/03-01-06-02-01-01-04.png,fear
features/mel_specs/03-01-06-02-01-02-04.png,fear
features/mel_specs/03-01-06-02-02-01-04.png,fear
features/mel_specs/03-01-06-02-02-02-04.png,fear
features/mel_specs/03-01-07-01-01-01-04.png,disgust
features/mel_specs/03-01-07-01-01-02-04.png,disgust
features/mel_specs/03-01-07-01-02-01-04.png,disgust
features/mel_specs/03-01-07-01-02-02-04.png,disgust
features/mel_specs/03-01-07-02-01-01-04.png,disgust
features/mel_specs/03-01-07-02-01-02-04.png,disgust
features/mel_specs/03-01-07-02-02-01-04.png,disgust
features/mel_specs/03-01-07-02-02-02-04.png,disgust
features/mel_specs/03-01-08-01-01-01-04.png,surprise
features/mel_specs/03-01-08-01-01-02-04.png,surprise
features/mel_specs/03-01-08-01-02-01-04.png,surprise
features/mel_specs/03-01-08-01-02-02-04.png,surprise
features/mel_specs/03-01-08-02-01-01-04.png,surprise
features/mel_specs/03-01-08-02-01-02-04.png,surprise
features/mel_specs/03-01-08-02-02-01-04.png,surprise
features/mel_specs/03-01-08-02-02-02-04.png,surprise
features/mel_specs/03-01-01-01-01-01-05.png,neutral
features/mel_specs/03-01-01-01-01-02-05.png,neutral
features/mel_specs/03-01-01-01-02-01-05.png,neutral
features/mel_specs/03-01-01-01-02-02-05.png,neutral
features/mel_specs/03-01-02-01-01-01-05.png,calm
features/mel_specs/03-01-02-01-01-02-05.png,calm
features/mel_specs/03-01-02-01-02-01-05.png,calm
features/mel_specs/03-01-02-01-02-02-05.png,calm
features/mel_specs/03-01-02-02-01-01-05.png,calm
features/mel_specs/03-01-02-02-01-02-05.png,calm
features/mel_specs/03-01-02-02-02-01-05.png,calm
features/mel_specs/03-01-02-02-02-02-05.png,calm
features/mel_specs/03-01-03-01-01-01-05.png,happy
features/mel_specs/03-01-03-01-01-02-05.png,happy
features/mel_specs/03-01-03-01-02-01-05.png,happy
features/mel_specs/03-01-03-01-02-02-05.png,happy
features/mel_specs/03-01-03-02-01-01-05.png,happy
features/mel_specs/03-01-03-02-01-02-05.png,happy
features/mel_specs/03-01-03-02-02-01-05.png,happy
features/mel_specs/03-01-03-02-02-02-05.png,happy
features/mel_specs/03-01-04-01-01-01-05.png,sad
features/mel_specs/03-01-04-01-01-02-05.png,sad
features/mel_specs/03-01-04-01-02-01-05.png,sad
features/mel_specs/03-01-04-01-02-02-05.png,sad
features/mel_specs/03-01-04-02-01-01-05.png,sad
features/mel_specs/03-01-04-02-01-02-05.png,sad
features/mel_specs/03-01-04-02-02-01-05.png,sad
features/mel_specs/03-01-04-02-02-02-05.png,sad
features/mel_specs/03-01-05-01-01-01-05.png,angry
features/mel_specs/03-01-05-01-01-02-05.png,angry
features/mel_specs/03-01-05-01-02-01-05.png,angry
features/mel_specs/03-01-05-01-02-02-05.png,angry
features/mel_specs/03-01-05-02-01-01-05.png,angry
features/mel_specs/03-01-05-02-01-02-05.png,angry
features/mel_specs/03-01-05-02-02-01-05.png,angry
features/mel_specs/03-01-05-02-02-02-05.png,angry
features/mel_specs/03-01-06-01-01-01-05.png,fear
features/mel_specs/03-01-06-01-01-02-05.png,fear
features/mel_specs/03-01-06-01-02-01-05.png,fear
features/mel_specs/03-01-06-01-02-02-05.png,fear
features/mel_specs/03-01-06-02-01-01-05.png,fear
features/mel_specs/03-01-06-02-01-02-05.png,fear
features/mel_specs/03-01-06-02-02-01-05.png,fear
features/mel_specs/03-01-06-02-02-02-05.png,fear
features/mel_specs/03-01-07-01-01-01-05.png,disgust
features/mel_specs/03-01-07-01-01-02-05.png,disgust
features/mel_specs/03-01-07-01-02-01-05.png,disgust
features/mel_specs/03-01-07-01-02-02-05.png,disgust
features/mel_specs/03-01-07-02-01-01-05.png,disgust
features/mel_specs/03-01-07-02-01-02-05.png,disgust
features/mel_specs/03-01-07-02-02-01-05.png,disgust
features/mel_specs/03-01-07-02-02-02-05.png,disgust
features/mel_specs/03-01-08-01-01-01-05.png,surprise
features/mel_specs/03-01-08-01-01-02-05.png,surprise
features/mel_specs/03-01-08-01-02-01-05.png,surprise
features/mel_specs/03-01-08-01-02-02-05.png,surprise
features/mel_specs/03-01-08-02-01-01-05.png,surprise
features/mel_specs/03-01-08-02-01-02-05.png,surprise
features/mel_specs/03-01-08-02-02-01-05.png,surprise
features/mel_specs/03-01-08-02-02-02-05.png,surprise
features/mel_specs/03-01-01-01-01-01-06.png,neutral
features/mel_specs/03-01-01-01-01-02-06.png,neutral
features/mel_specs/03-01-01-01-02-01-06.png,neutral
features/mel_specs/03-01-01-01-02-02-06.png,neutral
features/mel_specs/03-01-02-01-01-01-06.png,calm
features/mel_specs/03-01-02-01-01-02-06.png,calm
features/mel_specs/03-01-02-01-02-01-06.png,calm
features/mel_specs/03-01-02-01-02-02-06.png,calm
features/mel_specs/03-01-02-02-01-01-06.png,calm
features/mel_specs/03-01-02-02-01-02-06.png,calm
features/mel_specs/03-01-02-02-02-01-06.png,calm
features/mel_specs/03-01-02-02-02-02-06.png,calm
features/mel_specs/03-01-03-01-01-01-06.png,happy
features/mel_specs/03-01-03-01-01-02-06.png,happy
features/mel_specs/03-01-03-01-02-01-06.png,happy
features/mel_specs/03-01-03-01-02-02-06.png,happy
features/mel_specs/03-01-03-02-01-01-06.png,happy
features/mel_specs/03-01-03-02-01-02-06.png,happy
features/mel_specs/03-01-03-02-02-01-06.png,happy
features/mel_specs/03-01-03-02-02-02-06.png,happy
features/mel_specs/03-01-04-01-01-01-06.png,sad
features/mel_specs/03-01-04-01-01-02-06.png,sad
features/mel_specs/03-01-04-01-02-01-06.png,sad
features/mel_specs/03-01-04-01-02-02-06.png,sad
features/mel_specs/03-01-04-02-01-01-06.png,sad
features/mel_specs/03-01-04-02-01-02-06.png,sad
features/mel_specs/03-01-04-02-02-01-06.png,sad
features/mel_specs/03-01-04-02-02-02-06.png,sad
features/mel_specs/03-01-05-01-01-01-06.png,angry
features/mel_specs/03-01-05-01-01-02-06.png,angry
features/mel_specs/03-01-05-01-02-01-06.png,angry
features/mel_specs/03-01-05-01-02-02-06.png,angry
features/mel_specs/03-01-05-02-01-01-06.png,angry
features/mel_specs/03-01-05-02-01-02-06.png,angry
features/mel_specs/03-01-05-02-02-01-06.png,angry
features/mel_specs/03-01-05-02-02-02-06.png,angry
features/mel_specs/03-01-06-01-01-01-06.png,fear
features/mel_specs/03-01-06-01-01-02-06.png,fear
features/mel_specs/03-01-06-01-02-01-06.png,fear
features/mel_specs/03-01-06-01-02-02-06.png,fear
features/mel_specs/03-01-06-02-01-01-06.png,fear
features/mel_specs/03-01-06-02-01-02-06.png,fear
features/mel_specs/03-01-06-02-02-01-06.png,fear
features/mel_specs/03-01-06-02-02-02-06.png,fear
features/mel_specs/03-01-07-01-01-01-06.png,disgust
features/mel_specs/03-01-07-01-01-02-06.png,disgust
features/mel_specs/03-01-07-01-02-01-06.png,disgust
features/mel_specs/03-01-07-01-02-02-06.png,disgust
features/mel_specs/03-01-07-02-01-01-06.png,disgust
features/mel_specs/03-01-07-02-01-02-06.png,disgust
features/mel_specs/03-01-07-02-02-01-06.png,disgust
features/mel_specs/03-01-07-02-02-02-06.png,disgust
features/mel_specs/03-01-08-01-01-01-06.png,surprise
features/mel_specs/03-01-08-01-01-02-06.png,surprise
features/mel_specs/03-01-08-01-02-01-06.png,surprise
features/mel_specs/03-01-08-01-02-02-06.png,surprise
features/mel_specs/03-01-08-02-01-01-06.png,surprise
features/mel_specs/03-01-08-02-01-02-06.png,surprise
features/mel_specs/03-01-08-02-02-01-06.png,surprise
features/mel_specs/03-01-08-02-02-02-06.png,surprise
features/mel_specs/03-01-01-01-01-01-07.png,neutral
features/mel_specs/03-01-01-01-01-02-07.png,neutral
features/mel_specs/03-01-01-01-02-01-07.png,neutral
features/mel_specs/03-01-01-01-02-02-07.png,neutral
features/mel_specs/03-01-02-01-01-01-07.png,calm
features/mel_specs/03-01-02-01-01-02-07.png,calm
features/mel_specs/03-01-02-01-02-01-07.png,calm
features/mel_specs/03-01-02-01-02-02-07.png,calm
features/mel_specs/03-01-02-02-01-01-07.png,calm
features/mel_specs/03-01-02-02-01-02-07.png,calm
features/mel_specs/03-01-02-02-02-01-07.png,calm
features/mel_specs/03-01-02-02-02-02-07.png,calm
features/mel_specs/03-01-03-01-01-01-07.png,happy
features/mel_specs/03-01-03-01-01-02-07.png,happy
features/mel_specs/03-01-03-01-02-01-07.png,happy
features/mel_specs/03-01-03-01-02-02-07.png,happy
features/mel_specs/03-01-03-02-01-01-07.png,happy
features/mel_specs/03-01-03-02-01-02-07.png,happy
features/mel_specs/03-01-03-02-02-01-07.png,happy
features/mel_specs/03-01-03-02-02-02-07.png,happy
features/mel_specs/03-01-04-01-01-01-07.png,sad
features/mel_specs/03-01-04-01-01-02-07.png,sad
features/mel_specs/03-01-04-01-02-01-07.png,sad
features/mel_specs/03-01-04-01-02-02-07.png,sad
features/mel_specs/03-01-04-02-01-01-07.png,sad
features/mel_specs/03-01-04-02-01-02-07.png,sad
features/mel_specs/03-01-04-02-02-01-07.png,sad
features/mel_specs/03-01-04-02-02-02-07.png,sad
features/mel_specs/03-01-05-01-01-01-07.png,angry
features/mel_specs/03-01-05-01-01-02-07.png,angry
features/mel_specs/03-01-05-01-02-01-07.png,angry
features/mel_specs/03-01-05-01-02-02-07.png,angry
features/mel_specs/03-01-05-02-01-01-07.png,angry
features/mel_specs/03-01-05-02-01-02-07.png,angry
features/mel_specs/03-01-05-02-02-01-07.png,angry
features/mel_specs/03-01-05-02-02-02-07.png,angry
features/mel_specs/03-01-06-01-01-01-07.png,fear
features/mel_specs/03-01-06-01-01-02-07.png,fear
features/mel_specs/03-01-06-01-02-01-07.png,fear
features/mel_specs/03-01-06-01-02-02-07.png,fear
features/mel_specs/03-01-06-02-01-01-07.png,fear
features/mel_specs/03-01-06-02-01-02-07.png,fear
features/mel_specs/03-01-06-02-02-01-07.png,fear
features/mel_specs/03-01-06-02-02-02-07.png,fear
features/mel_specs/03-01-07-01-01-01-07.png,disgust
features/mel_specs/03-01-07-01-01-02-07.png,disgust
features/mel_specs/03-01-07-01-02-01-07.png,disgust
features/mel_specs/03-01-07-01-02-02-07.png,disgust
features/mel_specs/03-01-07-02-01-01-07.png,disgust
features/mel_specs/03-01-07-02-01-02-07.png,disgust
features/mel_specs/03-01-07-02-02-01-07.png,disgust
features/mel_specs/03-01-07-02-02-02-07.png,disgust
features/mel_specs/03-01-08-01-01-01-07.png,surprise
features/mel_specs/03-01-08-01-01-02-07.png,surprise
features/mel_specs/03-01-08-01-02-01-07.png,surprise
features/mel_specs/03-01-08-01-02-02-07.png,surprise
features/mel_specs/03-01-08-02-01-01-07.png,surprise
features/mel_specs/03-01-08-02-01-02-07.png,surprise
features/mel_specs/03-01-08-02-02-01-07.png,surprise
features/mel_specs/03-01-08-02-02-02-07.png,surprise
features/mel_specs/03-01-01-01-01-01-08.png,neutral
features/mel_specs/03-01-01-01-01-02-08.png,neutral
features/mel_specs/03-01-01-01-02-01-08.png,neutral
features/mel_specs/03-01-01-01-02-02-08.png,neutral
features/mel_specs/03-01-02-01-01-01-08.png,calm
features/mel_specs/03-01-02-01-01-02-08.png,calm
features/mel_specs/03-01-02-01-02-01-08.png,calm
features/mel_specs/03-01-02-01-02-02-08.png,calm
features/mel_specs/03-01-02-02-01-01-08.png,calm
features/mel_specs/03-01-02-02-01-02-08.png,calm
features/mel_specs/03-01-02-02-02-01-08.png,calm
features/mel_specs/03-01-02-02-02-02-08.png,calm
features/mel_specs/03-01-03-01-01-01-08.png,happy
features/mel_specs/03-01-03-01-01-02-08.png,happy
features/mel_specs/03-01-03-01-02-01-08.png,happy
features/mel_specs/03-01-03-01-02-02-08.png,happy
features/mel_specs/03-01-03-02-01-01-08.png,happy
features/mel_specs/03-01-03-02-01-02-08.png,happy
features/mel_specs/03-01-03-02-02-01-08.png,happy
features/mel_specs/03-01-03-02-02-02-08.png,happy
features/mel_specs/03-01-04-01-01-01-08.png,sad
features/mel_specs/03-01-04-01-01-02-08.png,sad
features/mel_specs/03-01-04-01-02-01-08.png,sad
features/mel_specs/03-01-04-01-02-02-08.png,sad
features/mel_specs/03-01-04-02-01-01-08.png,sad
features/mel_specs/03-01-04-02-01-02-08.png,sad
features/mel_specs/03-01-04-02-02-01-08.png,sad
features/mel_specs/03-01-04-02-02-02-08.png,sad
features/mel_specs/03-01-05-01-01-01-08.png,angry
features/mel_specs/03-01-05-01-01-02-08.png,angry
features/mel_specs/03-01-05-01-02-01-08.png,angry
features/mel_specs/03-01-05-01-02-02-08.png,angry
features/mel_specs/03-01-05-02-01-01-08.png,angry
features/mel_specs/03-01-05-02-01-02-08.png,angry
features/mel_specs/03-01-05-02-02-01-08.png,angry
features/mel_specs/03-01-05-02-02-02-08.png,angry
features/mel_specs/03-01-06-01-01-01-08.png,fear
features/mel_specs/03-01-06-01-01-02-08.png,fear
features/mel_specs/03-01-06-01-02-01-08.png,fear
features/mel_specs/03-01-06-01-02-02-08.png,fear
features/mel_specs/03-01-06-02-01-01-08.png,fear
features/mel_specs/03-01-06-02-01-02-08.png,fear
features/mel_specs/03-01-06-02-02-01-08.png,fear
features/mel_specs/03-01-06-02-02-02-08.png,fear
features/mel_specs/03-01-07-01-01-01-08.png,disgust
features/mel_specs/03-01-07-01-01-02-08.png,disgust
features/mel_specs/03-01-07-01-02-01-08.png,disgust
features/mel_specs/03-01-07-01-02-02-08.png,disgust
features/mel_specs/03-01-07-02-01-01-08.png,disgust
features/mel_specs/03-01-07-02-01-02-08.png,disgust
features/mel_specs/03-01-07-02-02-01-08.png,disgust
features/mel_specs/03-01-07-02-02-02-08.png,disgust
features/mel_specs/03-01-08-01-01-01-08.png,surprise
features/mel_specs/03-01-08-01-01-02-08.png,surprise
features/mel_specs/03-01-08-01-02-01-08.png,surprise
features/mel_specs/03-01-08-01-02-02-08.png,surprise
features/mel_specs/03-01-08-02-01-01-08.png,surprise
features/mel_specs/03-01-08-02-01-02-08.png,surprise
features/mel_specs/03-01-08-02-02-01-08.png,surprise
features/mel_specs/03-01-08-02-02-02-08.png,surprise
features/mel_specs/03-01-01-01-01-01-09.png,neutral
features/mel_specs/03-01-01-01-01-02-09.png,neutral
features/mel_specs/03-01-01-01-02-01-09.png,neutral
features/mel_specs/03-01-01-01-02-02-09.png,neutral
features/mel_specs/03-01-02-01-01-01-09.png,calm
features/mel_specs/03-01-02-01-01-02-09.png,calm
features/mel_specs/03-01-02-01-02-01-09.png,calm
features/mel_specs/03-01-02-01-02-02-09.png,calm
features/mel_specs/03-01-02-02-01-01-09.png,calm
features/mel_specs/03-01-02-02-01-02-09.png,calm
features/mel_specs/03-01-02-02-02-01-09.png,calm
features/mel_specs/03-01-02-02-02-02-09.png,calm
features/mel_specs/03-01-03-01-01-01-09.png,happy
features/mel_specs/03-01-03-01-01-02-09.png,happy
features/mel_specs/03-01-03-01-02-01-09.png,happy
features/mel_specs/03-01-03-01-02-02-09.png,happy
features/mel_specs/03-01-03-02-01-01-09.png,happy
features/mel_specs/03-01-03-02-01-02-09.png,happy
features/mel_specs/03-01-03-02-02-01-09.png,happy
features/mel_specs/03-01-03-02-02-02-09.png,happy
features/mel_specs/03-01-04-01-01-01-09.png,sad
features/mel_specs/03-01-04-01-01-02-09.png,sad
features/mel_specs/03-01-04-01-02-01-09.png,sad
features/mel_specs/03-01-04-01-02-02-09.png,sad
features/mel_specs/03-01-04-02-01-01-09.png,sad
features/mel_specs/03-01-04-02-01-02-09.png,sad
features/mel_specs/03-01-04-02-02-01-09.png,sad
features/mel_specs/03-01-04-02-02-02-09.png,sad
features/mel_specs/03-01-05-01-01-01-09.png,angry
features/mel_specs/03-01-05-01-01-02-09.png,angry
features/mel_specs/03-01-05-01-02-01-09.png,angry
